-1281278.58900    5640739.08300    2682881.98500
2006 2 2 22 4 29.108499 317.136944 58.491528 0 0
2006 2 2 22 4 30.100500 316.935306 58.473583 0 0
2006 2 2 22 4 31.101499 316.732861 58.454917 0 0
2006 2 2 22 4 32.105500 316.528722 58.435333 0 0
2006 2 2 22 4 33.103499 316.324861 58.416694 0 0
2006 2 2 22 4 34.100500 316.121556 58.396583 0 0
2006 2 2 22 4 36.098499 315.712306 58.355389 0 0
2006 2 2 22 4 37.098499 315.505944 58.333306 0 0
2006 2 2 22 4 38.101499 315.297333 58.310639 0 0
2006 2 2 22 4 39.101500 315.091167 58.288250 0 0
2006 2 2 22 4 40.103499 314.883667 58.264889 0 0
2006 2 2 22 4 41.103499 314.675778 58.240056 0 0
2006 2 2 22 4 42.103499 314.467278 58.216694 0 0
2006 2 2 22 4 43.103499 314.258500 58.191889 0 0
2006 2 2 22 4 44.103499 314.047944 58.166556 0 0
2006 2 2 22 4 45.102499 313.836361 58.140194 0 0
2006 2 2 22 4 46.102500 313.627694 58.113444 0 0
2006 2 2 22 4 48.102499 313.205417 58.058917 0 0
2006 2 2 22 4 49.102499 312.993389 58.030806 0 0
2006 2 2 22 4 50.101499 312.780611 58.001389 0 0
2006 2 2 22 4 51.101500 312.566500 57.972639 0 0
2006 2 2 22 4 52.099499 312.353417 57.942389 0 0
2006 2 2 22 4 53.096499 312.139556 57.911500 0 0
2006 2 2 22 4 54.095499 311.925333 57.880639 0 0
2006 2 2 22 4 55.095499 311.711306 57.849361 0 0
2006 2 2 22 4 56.096499 311.494083 57.817306 0 0
2006 2 2 22 4 57.099499 311.278111 57.783472 0 0
2006 2 2 22 4 59.100500 310.843556 57.715194 0 0
2006 2 2 22 5 0.096499 310.626750 57.681361 0 0
2006 2 2 22 5 2.097500 310.189389 57.609083 0 0
2006 2 2 22 5 3.100500 309.969222 57.571806 0 0
2006 2 2 22 5 4.097499 309.749250 57.534639 0 0
2006 2 2 22 5 5.093500 309.532972 57.496389 0 0
2006 2 2 22 5 6.096499 309.313194 57.457389 0 0
2006 2 2 22 5 7.099499 309.091361 57.417944 0 0
2006 2 2 22 5 8.095499 308.870000 57.377778 0 0
2006 2 2 22 5 9.094499 308.650556 57.336833 0 0
2006 2 2 22 5 11.099499 308.203528 57.254056 0 0
2006 2 2 22 5 12.095499 307.983750 57.210944 0 0
2006 2 2 22 5 13.098499 307.759028 57.167028 0 0
2006 2 2 22 5 14.093499 307.535333 57.123028 0 0
2006 2 2 22 5 15.096499 307.311806 57.077556 0 0
2006 2 2 22 5 16.095499 307.087167 57.031833 0 0
2006 2 2 22 5 17.094499 306.864472 56.985667 0 0
2006 2 2 22 5 18.097500 306.637000 56.938778 0 0
2006 2 2 22 5 19.092499 306.412778 56.890722 0 0
2006 2 2 22 5 20.096499 306.184806 56.841556 0 0
2006 2 2 22 5 21.092499 305.959917 56.792833 0 0
2006 2 2 22 5 23.096499 305.506611 56.691250 0 0
2006 2 2 22 5 24.095499 305.278528 56.639611 0 0
2006 2 2 22 5 25.091499 305.051444 56.587167 0 0
2006 2 2 22 5 27.093499 304.594472 56.480361 0 0
2006 2 2 22 5 28.091499 304.369972 56.425944 0 0
2006 2 2 22 5 29.096499 304.137444 56.369167 0 0
